sim_time,reservation_time_trigger,user_requests
22860,0.0,0.0
22870,0.0,0.0
22880,0.0,0.0
22890,0.0,0.0
22900,0.0,0.0
22910,0.0,0.0
22920,0.0,0.0
22930,0.0,0.0
22940,0.0,0.0
22950,0.0,0.0
22960,0.0,0.0
22970,0.0,0.0
22980,0.0,0.0
22990,0.0,0.0
23000,0.0,0.0
23010,0.0,0.0
23020,0.0,0.0
23030,0.0,0.0
23040,0.0,0.0
23050,0.0,0.0
23060,0.0,0.0
23070,0.0,0.0
23080,0.0,0.0
23090,0.0,0.0
23100,0.0,0.0
23110,0.0,0.0
23120,0.0,0.0
23130,0.0,0.0
23140,0.0,0.0
23150,0.0,0.0
23160,0.0,0.0
23170,0.0,0.0
23180,0.0,0.0
23190,0.0,0.0
23200,0.0,0.0
23210,0.0,0.0
23220,0.0,0.0
23230,0.0,0.0
23240,0.0,0.0
23250,0.0,0.0
23260,0.0,0.0
23270,0.0,0.0
23280,0.0,0.0
23290,0.0,0.0
23300,0.0,0.0
23310,0.0,0.0
23320,0.0,0.0
23330,0.0,0.0
23340,0.0,0.0
23350,0.0,0.0
23360,0.0,0.0
23370,0.0,1.01113
23380,0.0,0.0
23390,0.0,0.0
23400,0.0,0.0
23410,0.0,0.0
23420,0.0,0.0
23430,0.0,0.30206
23440,0.0,0.0
23450,0.0,0.0
23460,0.0,0.0
23470,0.0,0.0
23480,0.0,0.0
23490,0.0,0.0
23500,0.0,0.0
23510,0.0,0.0
23520,0.0,0.0
23530,0.0,0.0
23540,0.0,0.0
23550,0.0,0.0
23560,0.0,0.0
23570,0.0,0.0
23580,0.0,0.0
23590,0.0,0.0
23600,0.0,0.0
23610,0.0,0.0
23620,0.0,0.0
23630,0.0,0.0
23640,0.0,0.0
23650,0.0,0.0
23660,0.0,0.0
23670,0.0,0.0
23680,0.0,0.0
23690,0.0,0.0
23700,0.0,0.0
23710,0.0,0.0
23720,0.0,0.0
23730,0.0,0.0
23740,0.0,0.0
23750,0.0,0.0
23760,0.0,0.0
23770,0.0,0.0
23780,0.0,0.0
23790,0.0,0.0
23800,0.0,0.0
23810,0.0,0.11366
23820,0.0,0.0
23830,0.0,0.0
23840,0.0,0.0
23850,0.0,0.0
23860,0.0,0.0
23870,0.0,0.0
23880,0.0,0.0
23890,0.0,0.0
23900,0.0,0.0
23910,0.0,0.0
23920,0.0,0.0
23930,0.0,0.0
23940,0.0,0.0
23950,0.0,0.0
23960,0.0,0.0
23970,0.0,0.0
23980,0.0,0.0
23990,0.0,0.0
24000,0.0,0.0
24010,0.0,0.0
24020,0.0,0.0
24030,0.0,0.0
24040,0.0,0.0
24050,0.0,0.0
24060,0.0,0.0
24070,0.0,0.0
24080,0.0,0.0
24090,0.0,0.0
24100,0.0,0.13521
24110,0.0,0.0
24120,0.0,0.0
24130,0.0,0.0
24140,0.0,0.0
24150,0.0,0.0
24160,0.0,0.0
24170,0.0,0.0
24180,0.0,0.0
24190,0.0,0.0
24200,0.0,0.0
24210,0.0,0.0
24220,0.0,0.0
24230,0.0,0.0
24240,0.0,0.0
24250,0.0,0.0
24260,0.0,0.0
24270,0.0,0.0
24280,0.0,0.0
24290,0.0,0.0
24300,0.0,0.0
24310,0.0,0.0
24320,0.0,0.0
24330,0.0,0.0
24340,0.0,0.0
24350,0.0,0.0
24360,0.0,0.0
24370,0.0,0.0
24380,0.0,0.0
24390,0.0,0.0
24400,0.0,0.0
24410,0.0,0.0
24420,0.0,0.0
24430,0.0,0.0
24440,0.0,0.0
24450,0.0,0.0
24460,0.0,0.0
24470,0.0,0.0
24480,0.0,0.0
24490,0.0,0.0
24500,0.0,0.15596
24510,0.0,0.0
24520,0.0,0.0
24530,0.0,0.0
24540,0.0,0.0
24550,0.0,0.0
24560,0.0,0.0
24570,0.0,0.17409
24580,0.0,0.0
24590,0.0,0.17494
24600,0.0,0.0
24610,0.0,0.0
24620,0.0,0.0
24630,0.0,0.0
24640,0.0,0.0
24650,0.0,0.0
24660,0.0,0.0
24670,0.0,0.0
24680,0.0,0.0
24690,0.0,0.0
24700,0.0,0.0
24710,0.0,0.0
24720,0.0,0.0
24730,0.0,0.0
24740,0.0,0.0
24750,0.0,0.0
24760,0.0,0.0
24770,0.0,0.0
24780,0.0,0.0
24790,0.0,0.0
24800,0.0,0.0
24810,0.0,0.0
24820,0.0,0.0
24830,0.0,0.0
24840,0.0,0.0
24850,0.0,0.0
24860,0.0,0.0
24870,0.0,0.0
24880,0.0,0.0
24890,0.0,0.0
24900,0.0,0.0
24910,0.0,0.16112
24920,0.0,0.0
24930,0.0,0.0
24940,0.0,0.0
24950,0.0,0.0
24960,0.0,0.0
24970,0.0,0.0
24980,0.0,0.0
24990,0.0,0.0
25000,0.0,0.0
25010,0.0,0.0
25020,0.0,0.0
25030,0.0,0.0
25040,0.0,0.0
25050,0.0,0.0
25060,0.0,0.06211
25070,0.0,0.0
25080,0.0,0.24469
25090,0.0,0.0
25100,0.0,0.0
25110,0.0,0.0
25120,0.0,0.0
25130,0.0,0.0
25140,0.0,0.0
25150,0.0,0.0
25160,0.0,0.0
25170,0.0,0.0
25180,0.0,0.0
25190,0.0,0.0
25200,0.0,0.47861000000000004
25210,0.0,0.80546
25220,0.0,0.0
25230,0.0,0.0
25240,0.0,0.44165
25250,0.0,0.0
25260,0.0,0.0
25270,0.0,0.0
25280,0.0,0.6046699999999999
25290,0.0,0.0
25300,0.0,0.0
25310,0.0,0.52626
25320,0.0,1.3349
25330,0.0,0.0
25340,0.0,0.0
25350,0.0,0.0
25360,0.0,0.0
25370,0.0,0.0
25380,0.0,0.43259
25390,0.0,0.06304
25400,0.0,0.0
25410,0.0,0.0
25420,0.0,0.05607
25430,0.0,0.0
25440,0.0,0.0
25450,0.0,0.0
25460,0.0,0.0
25470,0.0,0.0
25480,0.0,0.0
25490,0.0,0.0
25500,0.0,0.0
25510,0.0,0.0
25520,0.0,0.0
25530,0.0,0.0
25540,0.0,0.0
25550,0.0,0.0
25560,0.0,0.66544
25570,0.0,0.0
25580,0.0,0.0
25590,0.0,0.0
25600,0.0,0.0
25610,0.0,0.0
25620,0.0,0.0
25630,0.0,0.0
25640,0.0,0.0
25650,0.0,0.0
25660,0.0,0.0
25670,0.0,0.0
25680,0.0,0.0
25690,0.0,0.0
25700,0.0,0.0
25710,0.0,0.0
25720,0.0,0.0
25730,0.0,0.0
25740,0.0,0.0
25750,0.0,0.0
25760,0.0,0.0
25770,0.0,0.0
25780,0.0,0.9012
25790,0.0,0.0
25800,0.0,0.0
25810,0.0,0.0
25820,0.0,0.0
25830,0.0,0.0
25840,0.0,0.0
25850,0.0,0.0
25860,0.0,0.0
25870,0.0,0.0
25880,0.0,0.0
25890,0.0,0.0
25900,0.0,0.0
25910,0.0,0.0
25920,0.0,0.0
25930,0.0,0.0
25940,0.0,0.0
25950,0.0,0.0
25960,0.0,0.0
25970,0.0,0.0
25980,0.0,0.0
25990,0.0,0.0
26000,0.0,0.0
26010,0.0,0.0
26020,0.0,0.0
26030,0.0,0.0
26040,0.0,0.0
26050,0.0,0.0
26060,0.0,0.0
26070,0.0,0.0
26080,0.0,2.1156800000000002
26090,0.0,0.25733
26100,0.0,0.0
26110,0.0,0.0
26120,0.0,0.50804
26130,0.0,0.0
26140,0.0,0.0
26150,0.0,0.0
26160,0.0,0.91676
26170,0.0,0.0
26180,0.0,0.0
26190,0.0,0.0
26200,0.0,0.0
26210,0.0,0.0
26220,0.0,0.0
26230,0.0,0.16135
26240,0.0,0.47937
26250,0.0,0.0
26260,0.0,0.0
26270,0.0,0.0
26280,0.0,0.3938
26290,0.0,1.41876
26300,0.0,0.0
26310,0.0,0.0
26320,0.0,0.0
26330,0.0,0.12071
26340,0.0,0.0
26350,0.0,0.0
26360,0.0,0.0
26370,0.0,0.0
26380,0.0,0.0
26390,0.0,0.19738
26400,0.0,0.0
26410,0.0,0.0
26420,0.0,0.0
26430,0.0,0.0
26440,0.0,0.0
26450,0.0,0.0
26460,0.0,1.20595
26470,0.0,0.0
26480,0.0,0.12355
26490,0.0,0.0
26500,0.0,0.0
26510,0.0,0.0
26520,0.0,0.0
26530,0.0,0.0
26540,0.0,0.0
26550,0.0,0.0
26560,0.0,0.0
26570,0.0,0.0
26580,0.0,0.0
26590,0.0,0.0
26600,0.0,0.0
26610,0.0,0.23546
26620,0.0,0.0
26630,0.0,0.0
26640,0.0,0.0
26650,0.0,0.0
26660,0.0,0.0
26670,0.0,1.74029
26680,0.0,0.0
26690,0.0,0.0
26700,0.0,0.0
26710,0.0,0.45329
26720,0.0,0.65758
26730,0.0,1.56902
26740,0.0,1.33977
26750,0.0,0.0
26760,0.0,0.0
26770,0.0,0.0
26780,0.0,0.0
26790,0.0,0.0
26800,0.0,0.0
26810,0.0,0.0
26820,0.0,0.78429
26830,0.0,0.60093
26840,0.0,0.0
26850,0.0,0.0
26860,0.0,0.0
26870,0.0,0.0
26880,0.0,0.0
26890,0.0,0.0
26900,0.0,0.0
26910,0.0,0.0
26920,0.0,0.0
26930,0.0,0.97849
26940,0.0,0.0
26950,0.0,0.0
26960,0.0,0.0
26970,0.0,0.0
26980,0.0,0.0
26990,0.0,0.0
27000,0.0,0.0
27010,0.0,0.0
27020,0.0,0.0
27030,0.0,0.0
27040,0.0,0.0
27050,0.0,0.0
27060,0.0,0.0
27070,0.0,0.0
27080,0.0,0.0
27090,0.0,0.0
27100,0.0,0.0
27110,0.0,0.0
27120,0.0,0.0
27130,0.0,0.0
27140,0.0,0.0
27150,0.0,0.0
27160,0.0,0.0
27170,0.0,0.0
27180,0.0,0.06504
27190,0.0,0.0
27200,0.0,0.0
27210,0.0,0.0
27220,0.0,0.0
27230,0.0,0.0
27240,0.0,0.0
27250,0.0,0.0
27260,0.0,0.0
27270,0.0,0.0
27280,0.0,0.0
27290,0.0,0.0
27300,0.0,0.0
27310,0.0,0.0
27320,0.0,0.0
27330,0.0,0.0
27340,0.0,0.05264
27350,0.0,0.0
27360,0.0,0.0
27370,0.0,0.05796
27380,0.0,0.0
27390,0.0,0.0
27400,0.0,0.12202
27410,0.0,0.0
27420,0.0,0.0
27430,0.0,0.0
27440,0.0,0.0
27450,0.0,0.0
27460,0.0,0.0
27470,0.0,0.0
27480,0.0,0.0
27490,0.0,0.04575
27500,0.0,0.0
27510,0.0,0.06327
27520,0.0,0.0
27530,0.0,0.0
27540,0.0,0.0
27550,0.0,0.0
27560,0.0,0.0
27570,0.0,0.0
27580,0.0,0.0
27590,0.0,0.0
27600,0.0,0.0
27610,0.0,0.0
27620,0.0,1.88907
27630,0.0,0.7514
27640,0.0,0.0
27650,0.0,0.0
27660,0.0,0.0
27670,0.0,0.00056
27680,0.0,0.0
27690,0.0,0.0
27700,0.0,0.0
27710,0.0,0.6074
27720,0.0,0.0
27730,0.0,0.0
27740,0.0,0.0
27750,0.0,0.0
27760,0.0,0.0
27770,0.0,0.0
27780,0.0,0.0
27790,0.0,0.0
27800,0.0,0.0
27810,0.0,0.0
27820,0.0,0.0
27830,0.0,0.0
27840,0.0,0.46863
27850,0.0,0.0
27860,0.0,0.0
27870,0.0,0.0
27880,0.0,0.0
27890,0.0,0.0
27900,0.0,1.35345
27910,0.0,0.0
27920,0.0,2.66058
27930,0.0,0.0
27940,0.0,0.0
27950,0.0,0.0
27960,0.0,0.0
27970,0.0,0.0
27980,0.0,0.0
27990,0.0,0.0
28000,0.0,0.98927
28010,0.0,0.0
28020,0.0,0.0
28030,0.0,0.0
28040,0.0,0.69807
28050,0.0,0.0
28060,0.0,0.0
28070,0.0,1.64599
28080,0.0,0.0
28090,0.0,0.0
28100,0.0,0.0
28110,0.0,0.0
28120,0.0,0.0
28130,0.0,0.0
28140,0.0,0.0
28150,0.0,0.0
28160,0.0,0.0
28170,0.0,0.91619
28180,0.0,0.0
28190,0.0,2.02293
28200,0.0,2.42012
28210,0.0,1.47729
28220,0.0,0.0
28230,0.0,0.0
28240,0.0,0.0
28250,0.0,0.0
28260,0.0,0.0
28270,0.0,0.0
28280,0.0,0.0
28290,0.0,1.62888
28300,0.0,0.0
28310,0.0,0.0
28320,0.0,0.0
28330,0.0,0.0
28340,0.0,2.66728
28350,0.0,0.0
28360,0.0,0.0
28370,0.0,0.0
28380,0.0,0.0
28390,0.0,0.0
28400,0.0,0.0
28410,0.0,0.0
28420,0.0,0.0
28430,0.0,0.0
28440,0.0,0.0
28450,0.0,0.0
28460,0.0,1.30059
28470,0.0,0.0
28480,0.0,0.0
28490,0.0,0.0
28500,0.0,0.0
28510,0.0,0.0
28520,0.0,0.0
28530,0.0,0.0
28540,0.0,0.0
28550,0.0,5.94382
28560,0.0,0.0
28570,0.0,0.0
28580,0.0,0.0
28590,0.0,0.0
28600,0.0,0.81287
28610,0.0,0.0
28620,0.0,0.0
28630,0.0,0.0
28640,0.0,0.0
28650,0.0,0.0
28660,0.0,0.0
28670,0.0,0.0
28680,0.0,0.0
28690,0.0,0.0
28700,0.0,0.0
28710,0.0,0.0
28720,0.0,0.0
28730,0.0,0.0
28740,0.0,0.0
28750,0.0,0.0
28760,0.0,0.0
28770,0.0,0.0
28780,0.0,0.0
28790,0.0,0.0
28800,0.0,0.0
28810,0.0,0.0
28820,0.0,1.1495600000000001
28830,0.0,0.32101
28840,0.0,0.0
28850,0.0,0.0
28860,0.0,0.0
28870,0.0,0.0
28880,0.0,0.2798
28890,0.0,0.05557
28900,0.0,0.0
28910,0.0,0.0
28920,0.0,0.38781
28930,0.0,0.0
28940,0.0,0.06277
28950,0.0,0.07773
28960,0.0,0.0
28970,0.0,0.39075
28980,0.0,0.0
28990,0.0,0.0
29000,0.0,0.0
29010,0.0,0.0
29020,0.0,0.0
29030,0.0,0.48509
29040,0.0,0.0
29050,0.0,0.0
29060,0.0,0.18151
29070,0.0,0.08355
29080,0.0,0.0
29090,0.0,0.0
29100,0.0,0.0
29110,0.0,0.0
29120,0.0,0.35801
29130,0.0,0.31129
29140,0.0,0.15055
29150,0.0,0.17817
29160,0.0,0.0
29170,0.0,0.0
29180,0.0,0.0
29190,0.0,0.0
29200,0.0,0.0
29210,0.0,0.0
29220,0.0,0.0
29230,0.0,0.0
29240,0.0,0.0
29250,0.0,0.0
29260,0.0,0.0
29270,0.0,0.0
29280,0.0,0.0
29290,0.0,0.0
29300,0.0,0.0
29310,0.0,0.0
29320,0.0,0.0
29330,0.0,0.0
29340,0.0,0.0
29350,0.0,0.0
29360,0.0,0.0
29370,0.0,0.0
29380,0.0,0.0
29390,0.0,0.0
29400,0.0,0.25554
29410,0.0,0.0
29420,0.0,0.22124
29430,0.0,0.56029
29440,0.0,0.15587
29450,0.0,0.0
29460,0.0,0.0
29470,0.0,0.0
29480,0.0,0.0
29490,0.0,0.0
29500,0.0,0.0
29510,0.0,0.08218
29520,0.0,0.0
29530,0.0,1.26623
29540,0.0,0.0
29550,0.0,0.0
29560,0.0,0.0
29570,0.0,0.0
29580,0.0,0.0
29590,0.0,0.0
29600,0.0,0.0
29610,0.0,0.0
29620,0.0,0.0
29630,0.0,0.0
29640,0.0,0.2942
29650,0.0,0.0
29660,0.0,0.07131
29670,0.0,0.0
29680,0.0,0.0
29690,0.0,0.0
29700,0.0,1.08378
29710,0.0,0.0
29720,0.0,0.0
29730,0.0,0.26753
29740,0.0,0.0
29750,0.0,0.0
29760,0.0,0.0
29770,0.0,0.07674
29780,0.0,0.0
29790,0.0,0.0
29800,0.0,0.0
29810,0.0,0.0
29820,0.0,0.0
29830,0.0,0.0
29840,0.0,0.0
29850,0.0,0.0
29860,0.0,0.0
29870,0.0,0.0
29880,0.0,0.0
29890,0.0,0.0
29900,0.0,0.0
29910,0.0,0.08959
29920,0.0,0.0
29930,0.0,0.81145
29940,0.0,0.23829
29950,0.0,0.0
29960,0.0,0.0
29970,0.0,0.0
29980,0.0,0.0
29990,0.0,0.0
30000,0.0,0.0
30010,0.0,0.0
30020,0.0,0.0
30030,0.0,0.0
30040,0.0,0.49811
30050,0.0,0.0
30060,0.0,0.0
30070,0.0,0.0
30080,0.0,0.0
30090,0.0,0.0
30100,0.0,0.0
30110,0.0,0.0
30120,0.0,0.0
30130,0.0,0.0
30140,0.0,0.0
30150,0.0,0.0
30160,0.0,0.0
30170,0.0,0.0
30180,0.0,0.0
30190,0.0,0.0
30200,0.0,0.0
30210,0.0,0.0
30220,0.0,0.0
30230,0.0,0.0
30240,0.0,0.32334
30250,0.0,0.0
30260,0.0,0.0
30270,0.0,0.20527
30280,0.0,0.0
30290,0.0,0.20595
30300,0.0,0.0
30310,0.0,0.0
30320,0.0,0.0
30330,0.0,0.0
30340,0.0,0.0
30350,0.0,0.33525
30360,0.0,0.0442
30370,0.0,0.47977
30380,0.0,0.0
30390,0.0,0.0
30400,0.0,0.0
30410,0.0,0.19174
30420,0.0,0.0
30430,0.0,0.30953
30440,0.0,0.0
30450,0.0,0.0
30460,0.0,0.0
30470,0.0,0.26081
30480,0.0,0.23854
30490,0.0,0.281
30500,0.0,0.5291
30510,0.0,0.0
30520,0.0,0.0
30530,0.0,0.0
30540,0.0,0.0
30550,0.0,0.29456
30560,0.0,0.0
30570,0.0,0.19303
30580,0.0,0.0
30590,0.0,0.17542
30600,0.0,0.0
30610,0.0,0.0
30620,0.0,0.0
30630,0.0,0.0
30640,0.0,0.44372
30650,0.0,0.0
30660,0.0,0.0
30670,0.0,0.0
30680,0.0,0.32373
30690,0.0,0.0
30700,0.0,0.0
30710,0.0,0.0
30720,0.0,0.0
30730,0.0,0.0
30740,0.0,0.29924
30750,0.0,0.0
30760,0.0,0.0
30770,0.0,0.0
30780,0.0,0.0
30790,0.0,0.0
30800,0.0,0.28832
30810,0.0,0.0
30820,0.0,0.24239
30830,0.0,0.0
30840,0.0,0.24595
30850,0.0,0.0
30860,0.0,0.0
30870,0.0,0.0
30880,0.0,0.1271
30890,0.0,0.0
30900,0.0,0.0
30910,0.0,0.0
30920,0.0,0.0
30930,0.0,0.0
30940,0.0,0.0
30950,0.0,0.0
30960,0.0,0.0
30970,0.0,0.0
30980,0.0,0.0
30990,0.0,0.0
31000,0.0,0.0
31010,0.0,0.0
31020,0.0,0.0
31030,0.0,0.29969
31040,0.0,0.0
31050,0.0,0.0
31060,0.0,0.0
31070,0.0,0.37972
31080,0.0,0.3048
31090,0.0,0.0
31100,0.0,0.0
31110,0.0,0.0
31120,0.0,0.0
31130,0.0,0.0
31140,0.0,0.0
31150,0.0,0.25409
31160,0.0,0.13867
31170,0.0,0.0
31180,0.0,0.20447
31190,0.0,0.0
31200,0.0,0.2046
31210,0.0,0.0
31220,0.0,0.0
31230,0.0,0.0
31240,0.0,0.0
31250,0.0,0.0
31260,0.0,0.0
31270,0.0,0.7194
31280,0.0,0.0
31290,0.0,0.0
31300,0.0,0.0
31310,0.0,0.1543
31320,0.0,0.0
31330,0.0,0.0
31340,0.0,0.0
31350,0.0,0.0
31360,0.0,0.0
31370,0.0,0.0
31380,0.0,0.0
31390,0.0,0.0
31400,0.0,0.13251
31410,0.0,0.0
31420,0.0,0.0
31430,0.0,0.0
31440,0.0,0.0
31450,0.0,0.0
31460,0.0,0.0
31470,0.0,0.0
31480,0.0,0.0
31490,0.0,0.5057
31500,0.0,0.0
31510,0.0,0.0
31520,0.0,0.0
31530,0.0,0.0
31540,0.0,0.0
31550,0.0,0.0
31560,0.0,0.0
31570,0.0,0.0
31580,0.0,0.0
31590,0.0,0.10852
31600,0.0,0.05847
31610,0.0,0.33598
31620,0.0,0.0
31630,0.0,0.0
31640,0.0,0.20854
31650,0.0,0.37565
31660,0.0,0.0
31670,0.0,0.0
31680,0.0,0.0
31690,0.0,0.0
31700,0.0,0.0
31710,0.0,0.0
31720,0.0,0.0
31730,0.0,0.24124
31740,0.0,0.1025
31750,0.0,0.32514
31760,0.0,0.0
31770,0.0,0.0
31780,0.0,0.0
31790,0.0,0.0
31800,0.0,0.29262
31810,0.0,0.0
31820,0.0,0.0
31830,0.0,0.22977
31840,0.0,0.0
31850,0.0,0.0
31860,0.0,0.0
31870,0.0,0.0
31880,0.0,0.0
31890,0.0,0.13746
31900,0.0,0.62744
31910,0.0,0.0
31920,0.0,0.07491
31930,0.0,0.0
31940,0.0,0.0
31950,0.0,0.19352
31960,0.0,0.0
31970,0.0,0.0
31980,0.0,0.0
31990,0.0,0.0
32000,0.0,0.0
32010,0.0,0.0
32020,0.0,0.0
32030,0.0,0.15467
32040,0.0,0.82582
32050,0.0,0.0
32060,0.0,0.58941
32070,0.0,0.0
32080,0.0,0.0
32090,0.0,0.0
32100,0.0,0.0
32110,0.0,0.0
32120,0.0,0.0
32130,0.0,0.16787
32140,0.0,0.0
32150,0.0,0.59141
32160,0.0,1.2147999999999999
32170,0.0,0.22714
32180,0.0,0.14281
32190,0.0,0.0
32200,0.0,0.0
32210,0.0,0.0
32220,0.0,0.0
32230,0.0,0.0
32240,0.0,0.57439
32250,0.0,0.0
32260,0.0,0.0
32270,0.0,0.24388
32280,0.0,0.0
32290,0.0,0.0
32300,0.0,0.0
32310,0.0,0.35269
32320,0.0,0.0
32330,0.0,0.0
32340,0.0,0.0
32350,0.0,0.0
32360,0.0,0.0
32370,0.0,0.0
32380,0.0,0.0
32390,0.0,0.0
32400,0.0,0.0645
32410,0.0,0.0
32420,0.0,0.0
32430,0.0,0.0
32440,0.0,0.0
32450,0.0,0.0
32460,0.0,0.0
32470,0.0,0.19535
32480,0.0,0.1045
32490,0.0,0.0
32500,0.0,0.0
32510,0.0,0.0
32520,0.0,0.22516
32530,0.0,0.0
32540,0.0,0.0
32550,0.0,0.0
32560,0.0,0.10254
32570,0.0,0.0
32580,0.0,0.0
32590,0.0,0.0
32600,0.0,0.0
32610,0.0,0.0
32620,0.0,0.0
32630,0.0,0.0
32640,0.0,0.0
32650,0.0,0.0
32660,0.0,0.11748
32670,0.0,0.0
32680,0.0,0.12991
32690,0.0,0.0
32700,0.0,0.0
32710,0.0,0.39608
32720,0.0,0.0
32730,0.0,0.0
32740,0.0,0.0
32750,0.0,0.0
32760,0.0,0.0
32770,0.0,0.0
32780,0.0,0.0
32790,0.0,0.0
32800,0.0,0.5358499999999999
32810,0.0,0.0
32820,0.0,0.0
32830,0.0,0.0
32840,0.0,0.0
32850,0.0,0.0
32860,0.0,0.0
32870,0.0,0.11841
32880,0.0,0.0
32890,0.0,0.10667
32900,0.0,0.31976
32910,0.0,0.0
32920,0.0,0.0
32930,0.0,0.40712
32940,0.0,0.0
32950,0.0,0.0
32960,0.0,0.0
32970,0.0,0.15874
32980,0.0,0.0
32990,0.0,0.0
33000,0.0,0.0
33010,0.0,0.0
33020,0.0,0.0
33030,0.0,0.0
33040,0.0,0.0
33050,0.0,0.50133
33060,0.0,0.0
33070,0.0,0.33848
33080,0.0,0.0
33090,0.0,0.0
33100,0.0,0.0
33110,0.0,0.0
33120,0.0,0.0
33130,0.0,0.0
33140,0.0,0.0
33150,0.0,0.0
33160,0.0,0.0
33170,0.0,0.26676
33180,0.0,0.0
33190,0.0,0.0
33200,0.0,0.0
33210,0.0,0.0
33220,0.0,0.0
33230,0.0,0.0
33240,0.0,0.27847
33250,0.0,0.0
33260,0.0,0.0
33270,0.0,0.0
33280,0.0,0.0
33290,0.0,0.0
33300,0.0,0.0
33310,0.0,0.0
33320,0.0,0.0
33330,0.0,0.0
33340,0.0,0.0
33350,0.0,0.0
33360,0.0,0.0
33370,0.0,0.0
33380,0.0,0.0
33390,0.0,0.0
33400,0.0,0.0
33410,0.0,0.0
33420,0.0,0.0
33430,0.0,0.1765
33440,0.0,0.28054
33450,0.0,0.0
33460,0.0,0.11757
33470,0.0,0.0
33480,0.0,0.4592
33490,0.0,0.0
33500,0.0,0.0
33510,0.0,0.0
33520,0.0,0.0
33530,0.0,0.0
33540,0.0,0.0
33550,0.0,0.0
33560,0.0,0.04078
33570,0.0,0.0
33580,0.0,0.36532
33590,0.0,0.0
33600,0.0,0.0
33610,0.0,0.0
33620,0.0,0.0
33630,0.0,0.0
33640,0.0,0.0
33650,0.0,0.0
33660,0.0,0.0
33670,0.0,0.0
33680,0.0,0.0
33690,0.0,0.0
33700,0.0,0.0
33710,0.0,0.0
33720,0.0,0.0
33730,0.0,0.0
33740,0.0,0.0
33750,0.0,5.81461
33760,0.0,0.0
33770,0.0,0.0
33780,0.0,0.24634
33790,0.0,0.11266
33800,0.0,0.0
33810,0.0,0.0
33820,0.0,0.0
33830,0.0,0.0
33840,0.0,0.0
33850,0.0,0.0
33860,0.0,0.35714
33870,0.0,0.0
33880,0.0,0.0
33890,0.0,0.0
33900,0.0,0.0
33910,0.0,0.0
33920,0.0,0.0
33930,0.0,0.11389
33940,0.0,0.0
33950,0.0,0.33100999999999997
33960,0.0,0.41639
33970,0.0,0.0
33980,0.0,0.0
33990,0.0,0.0
34000,0.0,0.20309
34010,0.0,0.0
34020,0.0,0.0
34030,0.0,0.46631
34040,0.0,0.0
34050,0.0,0.23585
34060,0.0,0.0
34070,0.0,0.0
