sim_time,reservation_time_trigger,dyn_fleetsizing_strategy,user_requests
34420,0.0,0.0,0.0
34430,0.0,0.0,0.0
34440,0.0,0.0,0.0
34450,0.0,0.0,0.0
34460,0.0,0.0,0.0
34470,0.0,0.0,0.0
34480,0.0,0.0,0.0
34490,0.0,0.0,0.0
34500,0.0,0.0,0.0
34510,0.0,0.0,0.0
34520,0.0,0.0,0.0
34530,0.0,0.0,0.0
34540,0.0,0.0,0.0
34550,0.0,0.0,0.0
34560,0.0,0.0,0.0
34570,0.0,0.0,0.0
34580,0.0,0.0,0.0
34590,0.0,0.0,0.0
34600,0.0,0.0,0.0
34610,0.0,0.0,0.0
34620,0.0,0.0,0.0
34630,0.0,0.0,0.0
34640,0.0,0.0,0.0
34650,0.0,0.0,0.0
34660,0.0,0.0,0.0
34670,0.0,0.0,0.0
34680,0.0,0.0,0.38088
34690,0.0,0.0,0.0
34700,0.0,0.0,0.0
34710,0.0,0.0,0.0
34720,0.0,0.0,0.0
34730,0.0,0.0,0.0
34740,0.0,0.0,0.0
34750,0.0,0.0,0.0
34760,0.0,0.0,0.0
34770,0.0,0.0,0.0
34780,0.0,0.0,0.0
34790,0.0,0.0,0.0
34800,0.0,0.0,0.0
34810,0.0,0.0,0.0
34820,0.0,0.0,0.0
34830,0.0,0.0,0.0
34840,0.0,0.0,0.0
34850,0.0,0.0,0.0
34860,0.0,0.0,0.95464
34870,0.0,0.0,0.0
34880,0.0,0.0,0.0
34890,0.0,0.0,0.0
34900,0.0,0.0,0.0
34910,0.0,0.0,0.0
34920,0.0,0.0,0.83425
34930,0.0,0.0,0.0
34940,0.0,0.0,0.0
34950,0.0,0.0,0.0
34960,0.0,0.0,0.0
34970,0.0,0.0,0.0
34980,0.0,0.0,0.0
34990,0.0,0.0,0.0
35000,0.0,0.0,0.0
35010,0.0,0.0,0.0
35020,0.0,0.0,0.0
35030,0.0,0.0,0.0
35040,0.0,0.0,0.0
35050,0.0,0.0,0.0
35060,0.0,0.0,0.0
35070,0.0,0.0,0.0
35080,0.0,0.0,0.0
35090,0.0,0.0,0.0
35100,0.0,0.0,0.0
35110,0.0,0.0,0.0
35120,0.0,0.0,0.0
35130,0.0,0.0,0.0
35140,0.0,0.0,0.0
35150,0.0,0.0,0.0
35160,0.0,0.0,0.0
35170,0.0,0.0,0.0
35180,0.0,0.0,0.0
35190,0.0,0.0,0.0
35200,0.0,0.0,0.0
35210,0.0,0.0,0.0
35220,0.0,0.0,0.0
35230,0.0,0.0,0.0
35240,0.0,0.0,0.0
35250,0.0,0.0,0.0
35260,0.0,0.0,0.0
35270,0.0,0.0,0.0
35280,0.0,0.0,0.0
35290,0.0,0.0,0.0
35300,0.0,0.0,0.0
35310,0.0,0.0,0.0
35320,0.0,0.0,0.0
35330,0.0,0.0,0.0
35340,0.0,0.0,0.0
35350,0.0,0.0,0.0
35360,0.0,0.0,0.0
35370,0.0,0.0,0.0
35380,0.0,0.0,0.0
35390,0.0,0.0,0.0
35400,0.0,0.0,0.0
35410,0.0,0.0,0.0
35420,0.0,0.0,0.0
35430,0.0,0.0,0.0
35440,0.0,0.0,0.0
35450,0.0,0.0,0.0
35460,0.0,0.0,0.0
35470,0.0,0.0,0.0
35480,0.0,0.0,0.0
35490,0.0,0.0,0.0
35500,0.0,0.0,0.0
35510,0.0,0.0,0.0
35520,0.0,0.0,0.62603
35530,0.0,0.0,0.0
35540,0.0,0.0,0.0
35550,0.0,0.0,0.0
35560,0.0,0.0,0.0
35570,0.0,0.0,0.0
35580,0.0,0.0,1.7958399999999999
35590,0.0,0.0,0.0
35600,0.0,0.0,0.0
35610,0.0,0.0,0.0
35620,0.0,0.0,0.0
35630,0.0,0.0,0.0
35640,0.0,0.0,0.87586
35650,0.0,0.0,0.0
35660,0.0,0.0,0.0
35670,0.0,0.0,0.0
35680,0.0,0.0,0.0
35690,0.0,0.0,0.0
35700,0.0,0.0,0.0
35710,0.0,0.0,0.0
35720,0.0,0.0,0.0
35730,0.0,0.0,0.0
35740,0.0,0.0,0.0
35750,0.0,0.0,0.0
35760,0.0,0.0,0.35422
35770,0.0,0.0,0.0
35780,0.0,0.0,0.0
35790,0.0,0.0,0.0
35800,0.0,0.0,0.0
35810,0.0,0.0,0.0
35820,0.0,0.0,1.89058
35830,0.0,0.0,0.0
35840,0.0,0.0,0.0
35850,0.0,0.0,0.0
35860,0.0,0.0,0.0
35870,0.0,0.0,0.0
35880,0.0,0.0,1.07277
35890,0.0,0.0,0.0
35900,0.0,0.0,0.0
35910,0.0,0.0,0.0
35920,0.0,0.0,0.0
35930,0.0,0.0,0.0
35940,0.0,0.0,0.90388
35950,0.0,0.0,0.0
35960,0.0,0.0,0.0
35970,0.0,0.0,0.0
35980,0.0,0.0,0.0
35990,0.0,0.0,0.0
36000,0.0,0.0,0.0
36010,0.0,0.0,0.0
36020,0.0,0.0,0.0
36030,0.0,0.0,0.0
36040,0.0,0.0,0.0
36050,0.0,0.0,0.0
36060,0.0,0.0,0.44902
36070,0.0,0.0,0.0
36080,0.0,0.0,0.0
36090,0.0,0.0,0.0
36100,0.0,0.0,0.0
36110,0.0,0.0,0.0
36120,0.0,0.0,0.9315
36130,0.0,0.0,0.0
36140,0.0,0.0,0.0
36150,0.0,0.0,0.0
36160,0.0,0.0,0.0
36170,0.0,0.0,0.0
36180,0.0,0.0,0.42541999999999996
36190,0.0,0.0,0.0
36200,0.0,0.0,0.0
36210,0.0,0.0,0.0
36220,0.0,0.0,0.0
36230,0.0,0.0,0.0
36240,0.0,0.0,0.4597
36250,0.0,0.0,0.0
36260,0.0,0.0,0.0
36270,0.0,0.0,0.0
36280,0.0,0.0,0.0
36290,0.0,0.0,0.0
36300,0.0,0.0,0.0
36310,0.0,0.0,0.0
36320,0.0,0.0,0.0
36330,0.0,0.0,0.0
36340,0.0,0.0,0.0
36350,0.0,0.0,0.0
36360,0.0,0.0,0.0
36370,0.0,0.0,0.0
36380,0.0,0.0,0.0
36390,0.0,0.0,0.0
36400,0.0,0.0,0.0
36410,0.0,0.0,0.0
36420,0.0,0.0,0.0
36430,0.0,0.0,0.0
36440,0.0,0.0,0.0
36450,0.0,0.0,0.0
36460,0.0,0.0,0.0
36470,0.0,0.0,0.0
36480,0.0,0.0,0.0
36490,0.0,0.0,0.0
36500,0.0,0.0,0.0
36510,0.0,0.0,0.0
36520,0.0,0.0,0.0
36530,0.0,0.0,0.0
36540,0.0,0.0,0.0
36550,0.0,0.0,0.0
36560,0.0,0.0,0.0
36570,0.0,0.0,0.0
36580,0.0,0.0,0.0
36590,0.0,0.0,0.0
36600,0.0,0.0,0.40888
36610,0.0,0.0,0.0
36620,0.0,0.0,0.0
36630,0.0,0.0,0.0
36640,0.0,0.0,0.0
36650,0.0,0.0,0.0
36660,0.0,0.0,1.27052
36670,0.0,0.0,0.0
36680,0.0,0.0,0.0
36690,0.0,0.0,0.0
36700,0.0,0.0,0.0
36710,0.0,0.0,0.0
36720,0.0,0.0,0.00035
36730,0.0,0.0,0.0
36740,0.0,0.0,0.0
36750,0.0,0.0,0.0
36760,0.0,0.0,0.0
36770,0.0,0.0,0.0
36780,0.0,0.0,0.0
36790,0.0,0.0,0.0
36800,0.0,0.0,0.0
36810,0.0,0.0,0.0
36820,0.0,0.0,0.0
36830,0.0,0.0,0.0
36840,0.0,0.0,0.0
36850,0.0,0.0,0.0
36860,0.0,0.0,0.0
36870,0.0,0.0,0.0
36880,0.0,0.0,0.0
36890,0.0,0.0,0.0
36900,0.0,0.0,0.0
36910,0.0,0.0,0.0
36920,0.0,0.0,0.0
36930,0.0,0.0,0.0
36940,0.0,0.0,0.0
36950,0.0,0.0,0.0
36960,0.0,0.0,0.0
36970,0.0,0.0,0.0
36980,0.0,0.0,0.0
36990,0.0,0.0,0.0
37000,0.0,0.0,0.0
37010,0.0,0.0,0.0
37020,0.0,0.0,0.0
37030,0.0,0.0,0.0
37040,0.0,0.0,0.0
37050,0.0,0.0,0.0
37060,0.0,0.0,0.0
37070,0.0,0.0,0.0
37080,0.0,0.0,0.0
37090,0.0,0.0,0.0
37100,0.0,0.0,0.0
37110,0.0,0.0,0.0
37120,0.0,0.0,0.0
37130,0.0,0.0,0.0
37140,0.0,0.0,0.0
37150,0.0,0.0,0.0
37160,0.0,0.0,0.0
37170,0.0,0.0,0.0
37180,0.0,0.0,0.0
37190,0.0,0.0,0.0
37200,0.0,0.0,0.39707
37210,0.0,0.0,0.0
37220,0.0,0.0,0.0
37230,0.0,0.0,0.0
37240,0.0,0.0,0.0
37250,0.0,0.0,0.0
37260,0.0,0.0,0.33758
37270,0.0,0.0,0.0
37280,0.0,0.0,0.0
37290,0.0,0.0,0.0
37300,0.0,0.0,0.0
37310,0.0,0.0,0.0
37320,0.0,0.0,0.0
37330,0.0,0.0,0.0
37340,0.0,0.0,0.0
37350,0.0,0.0,0.0
37360,0.0,0.0,0.0
37370,0.0,0.0,0.0
37380,0.0,0.0,0.0
37390,0.0,0.0,0.0
37400,0.0,0.0,0.0
37410,0.0,0.0,0.0
37420,0.0,0.0,0.0
37430,0.0,0.0,0.0
37440,0.0,0.0,0.0
37450,0.0,0.0,0.0
37460,0.0,0.0,0.0
37470,0.0,0.0,0.0
37480,0.0,0.0,0.0
37490,0.0,0.0,0.0
37500,0.0,0.0,0.0
37510,0.0,0.0,0.0
37520,0.0,0.0,0.0
37530,0.0,0.0,0.0
37540,0.0,0.0,0.0
37550,0.0,0.0,0.0
37560,0.0,0.0,0.0
37570,0.0,0.0,0.0
37580,0.0,0.0,0.0
37590,0.0,0.0,0.0
37600,0.0,0.0,0.0
37610,0.0,0.0,0.0
37620,0.0,0.0,0.0
37630,0.0,0.0,0.0
37640,0.0,0.0,0.0
37650,0.0,0.0,0.0
37660,0.0,0.0,0.0
37670,0.0,0.0,0.0
37680,0.0,0.0,0.40166
37690,0.0,0.0,0.0
37700,0.0,0.0,0.0
37710,0.0,0.0,0.0
37720,0.0,0.0,0.0
37730,0.0,0.0,0.0
37740,0.0,0.0,0.0
37750,0.0,0.0,0.0
37760,0.0,0.0,0.0
37770,0.0,0.0,0.0
37780,0.0,0.0,0.0
37790,0.0,0.0,0.0
